text,label
"that new comers to Canada can find safe, affordable and adequate housing.",38
This deal would deepen integration with the U.S. and erode Canadian authority in key areas of public policy.,1
It is sound management to expand the use of home care.,38
"The Liberals have committed to funding municipal infrastructure, but roads, highways, and border crossings never seem to keep up.",39
The Green Party believes that universal access for every qualified individual to affordable post-secondary education and training is a basic right and we would make it a priority to eliminate the financial barriers that currently stand in the way of access.,40
"By so doing, we will go far to bring about positive change in the lives of Aboriginal Canadians.",54
"Line 7 contains $4. 1 billion of new initiatives Liberals are committing to in this election campaign through January 7, 2006.",26
"Require federally regulated agencies to provide better customer services,",21
"Jack Layton and the New Democrats will: Implement a new, stronger Access to Information Act",11
"In the last Parliament, the Conservative Government introduced legislation to prevent conditional sentences, such as house arrest, from being imposed on persons convicted of serious crimes such as robbery, arson, home invasion, impaired driving causing death and kidnapping.",46
The Green Party Government will also restore and improve our development efforts within CIDA.,6
* Support multicultural communities by assisting cultural organizations to obtain charitable status.,48
"Obviously, this discussion will involve a measure of give-and-take.",14
The current personal tax system does not give any help to middle-income parents raising children.,37
Deal with toxic industrial effluent by strengthening the enforcement of existing regulations.,35
"Enhanced oil recovery through CO2 sequestration is not seen as a solution, since the storage of CO2 for this purpose facilitates greater production of oil and gas.",34
"This green tax shift will be largely revenue neutral, meaning that as certain taxes increase, other taxes will decrease.",35
"Furthermore, while Canadians are being denied timely access to major new pharmaceuticals, they are also having difficulty getting access to natural and complementary health products.",38
An easily accessible and integrated system for business development and growth must be made available in smaller cities and towns to create the business climate that will entice home-grown entrepreneurs to stay.,28
Farming practices must allow animals to live without undue stress and in conditions where they are able to exercise normal behaviours.,35
"In doing so, our system will be more responsive to the needs of the labour market – for example, through close co-operation via the Provincial Nominee Program – and will allow those who would choose Canada as their new home to come here more quickly.",16
* Work with provinces to ensure that all livestock waste is recycled safely,35
"The Green Party is committed to reversing the disappointing recent trend of the federal government to devalue park protection, with firm and unwavering action to protect existing parks",35
"Abolishing the unelected, unaccountable and undemocratic Senate.",11
A re-elected Conservative Government led by Stephen Harper will ensure that Aboriginals have the opportunity to fully participate in Canada's economy and society.,37
– Canada’s ageing population poses a significant challenge for our health care system.,55
Reduce pollution through an Early Adopters Program that encourages the purchase of commercial electric hybrid vehicles.,35
"Earlier in this campaign, Stephen Harper’s Conservatives proposed that the federal government spend over $4 billion on a 1-point reduction in the GST.",18
"Toughen the Lobbyists Registration Act Under the Liberals, lobbying government – often by friends and associates of Paul Martin and other Liberal ministers – has become a multi-million dollar industry.",17
A re-elected Conservative Government led by Stephen Harper will make it easier for families to plan for the future of their children with disabilities by improving the Disability Savings Plan.,38
"The federal government already contributes almost $9 billion annually to support PSE through programs and transfers to students, institutions, provinces, and researchers.",40
"The argument that income splitting will be a socially regressive measure is an important consideration and can be met with programmes to ensure women who wish to maintain an unbroken career path after having children, or who wish to return to the workforce after the early years at home, are supported to do so.",38
"We should support international development policies that will alleviate poverty, disease, and pollution and improve the status of women and children.",6
Improve access to new drugs and natural health products.,38
"Specifically we will continue to lead the advocacy for a new forum – an L-20 – that would bring together the leaders of twenty or so leading countries from the developed and developing world to deal directly with some of the world’s most pressing problems – for example, related to the environment; to the threat of pandemic disease; to international terrorism; and to reform of multilateral institutions themselves.",6
"As Canada approaches other important historical milestones, such as the 400th anniversary of our first English settlement in Cupids, Newfoundland and Labrador in 2010, the 200th anniversary of the War of 1812 and the 150th anniversary of Confederation in 2017, a Conservative Government will act to ensure that these occasions achieve the national recognition they deserve.",42
"At least 25 per cent of the CRTC commissioners will be French-language speakers, appointed in consultation with Quebec and groups representing linguistic minorities.",48
"Yet too often, platitudes paper over a government record starkly at odds with the values Canadians hold.",42
"A re-elected Conservative Government led by Stephen Harper will make sure that Canada secures its strategic resources,",3
Will Canada’s military be able to defend our sovereignty?,3
"Ottawa has looked the other way as the BC government has permitted logging in Northern spotted owl habitat, condemning the last few pairs to extinction in Canada.",35
"It is time for a government that focuses on the needs of communities that depend on farming, lumber, mining, and fishing – sectors vital to ensuring Canadian prosperity.",26
"Enact legislation to establish an independent Children’s Commissionerto monitor, advocate and recommend on behalf of the rights and welfare of Canada’s children.",37
Modify personal income tax rates so that the wealthy contribute their fair share and the gap between rich and poor stops growing and starts narrowing.,37
"To ensure violations of the Act are corrected as quickly as possible, any funds arising from penalties would be returned to the province once compliance was restored.",14
"To improve family reunification, Jack Layton and his team of New Democrats will:",38
"This transformation will result in a more operationally focused military that is better structured, trained and equipped to contribute to security in Canada while helping establish stability in troubled places abroad.",3
The atmosphere doesn’t care where the carbon emission reduction takes place; it only matters that it does take place.,35
"There is a particularly urgent need to build sound democratic institutions in failed and fragile states, illustrated by desperate situations in Afghanistan, Bosnia, Haiti, Iraq, Rwanda, and many others.",6
"In response, the Liberal government’s last budget more than doubled funding for these activities, increasing annual funding to $25million by 2007–08.",38
"The belief that we can be prosperous and still take care of each other is central to the very concept of Canada, and it is one we as Liberals will never forsake.",42
"In the last Parliament, Jack Layton and the NDP got results.",38
The reality is they fall far short on the many other measurables that determine how well our economy is working for families.,28
Polluters say environmental rules cost jobs.,35
Facilitate a Canada-US Summit of law makers and law enforcement personnel from all levels of government along with stakeholders to tackle the ongoing crisis of illegal handguns being smuggled into Canada.,24
"However, this estimate assumes an increase in the gas tax at the pump which will not occur under our Green Shift plan.",35
"Those numbers are only going to grow, and Canada stands to lose if we don’t start fighting for those investment dollars.",28
"Restore representation by population for Ontario, British Columbia, and Alberta in the House of Commons while protecting the seat counts of smaller provinces.",11
"In year four, the Green Shift will increase costs by $203 per year or $16.95 per month.",35
A Liberal government will help to convert this great potential into reality.,28
"We will work co-operatively with provinces and municipalities to use new financial resources and innovative capital investment techniques, with a goal of eventually eliminating that deficit.",39
"Require long-term public departmental service plans to report on government program purposes, costs, reforms and performance.",22
"Separating the Coast Guard from the Department of Fisheries and Oceans, with increased funding to enforce international and national rules, but also to prevent drug interdiction and illegal immigration, and to keep up the fisheries patrol and marine and environmental protection.",47
and to develop an aggressive debt cancellation strategy for eligible countries.,6
Providing a legal framework for joint trusteeship of pension funds to assist using these funds to invest in job creation through community economic development.,28
Permit smaller vendors and vendors outside of the National Capital Region to receive due consideration for government contracts.,17
and undertake consultations with stakeholders and provinces to improve the program’s accessibility by extending the current benefit to meet the needs of part-time workers.,37
"A carbon tax is a critical step to getting the prices right, but a Green government will not rely solely on tax-shifting.",26
That shift must begin with dignity for all aboriginal peoples.,48
"A Conservative government will: Establish, at the earliest possible time, a comprehensive, independent judicial inquiry into the investigation of the Air India bombing of June 23, 1985.",46
"Currently, the governments of Quebec, the Northwest Territories and Nunavut do not participate in the CSLP, so we would work with them to arrange alternative payments.",14
"give clear tax signals that enable companies to pursue profits on a level playing field,",19
Only the Conservatives believe in freedom of choice in child care.,38
* Move to full reclamation of all electronic and hazardous materials by placing a recycling deposit tax to be paid when purchasing goods.,28
"But, we can make a difference.",17
"Green Party MPs will: Restore and revamp the 2005 agreement reached between the federal government, provinces and territories to achieve a universal child care programme in Canada.",38
"Around the world organizations like Europe’s Organization for Security and Co-operation are emerging that recognize the links between human rights, development and security.",6
"We must work towards a mutually acceptable compromise that will achieve a lasting peace between, and among, the Israelis and Palestinians.",5
New resources – We will provide an additional $13 billion of investments in defence capacity over the next five years – the largest increase in the military budget in two decades.,3
"as well as community amenities like sports fields, arts and cultural opportunities.",36
The plan of a Paul Martin government has three main components – early learning and child care;,40
– and that it is capable of acting on its words by helping to bring peace and freedom to troubled parts of the globe.,6
Wind is an ideal form of energy.,35
New Democrats will support veterans and their families with quality medical care and excellent pensions.,55
"Require the prompt public disclosure of information revealed by whistleblowers,",11
Gridlock means more air pollution and greenhouse gas emissions.,35
"If voluntary agreement cannot be achieved, we will use the Constitution to ensure that trade among the provinces is at least as free as trade with the United States and Mexico under NAFTA.",12
The effort to negotiate a Multilateral Agreement on Investment in the OECD was a failure.,24
Ramp up energy efficiency retrofits for residences and businesses through revolving federal loans.,34
"Many Canadians do not have the necessary information, the tools, or the encouragement, to lead healthier lives.",38
The RLSP is effectively the mirror image of the RRSP.,30
"Pressure China and the United Arab Emirates (UAE) to use their political influence to further push Sudan into accepting the UN/AU mission and adhere to all negotiated peace agreements to which it is a signatory, both within Sudan and neighbouring countries.",5
"If the former, there are simply not enough resources, at least five more planets with the attributes and resources of Planet Earth would be needed to meet our needs.",34
"To provide a vitally important additional measure of support for families, 18months ago the Liberal government made an election commitment to make early learning and child care a national reality",40
We will ensure that law-abiding citizens are free from unreasonable fees and the threat of criminalization.,55
"Universal housing provides a basis for employment, schooling, community services and contacts.",37
We will fight to salvage the Inuit hunting culture under rapid assault due to the impacts of the climate crisis.,48
Allow members of the public – not just politicians – to make complaints to the Ethics Commissioner.,11
Judicial appointments would be measured against public criteria.,17
Government operations.,35
– Affirming Canada’s Arctic sovereignty – The impact of climate change is already far more pronounced in polar regions than elsewhere.,35
"We are ready to reassert ourselves on the world stage as a voice for good and to clean up our own back yard for ourselves, our children and for future generations.",35
This initiative will contribute to cleaner air,35
It will be years before we fully understand the damage caused by this decision.,18
"We must stand up for Canadian agricultural interests in world trade negotiations,",25
Jack Layton and Canada’s NDP will protect family farms by: Establishing stable safety net programs to protect family farms from unexpected drops in income caused by natural disasters and adverse trade rules.,52
"do not allow application for immigration,",45
Justice Gomery’s report on the Liberal sponsorship scandal should be a wake-up call.,17
It makes no sense to subsidize the wealthiest corporations on Earth – the oil companies.,19
– Supporting Canada’s system of orderly marketing.,24
Cleaner energy choices will be cheaper and dirty choices more expensive.,35
Ensure that federal disaster assistance is subject to carbon conditionality clauses by provinces and cities – similar to an insurance company refusing coverage on a building that does not meet the code requirements for fire safety.,35
"Canadians who invest, or inherit cottages or family heirlooms, should be able to sell those assets and plough their profits back into the economy without taking a tax hit.",32
"We will encourage work by having this benefit available on the first dollar earned, which is $3,000 sooner than under the Conservative plan.",28
"We hope to see further progress, but are prepared to intervene by exercising federal authority if barriers to trade, investment and mobility remain by 2010.",15
d) Require a precautionary principal towards chemical management.,21
"Election laws in Canada govern election campaigns, but leave parties almost unregulated in their internal leadership and candidate selection processes, despite the fact parties receive millions of dollars in subsidies from taxpayers.",46
"In government, Liberals weakened Mulroney’s targets and simply broke their word to meaningfully reduce pollution that causes climate change and smog.",18
This will drive the manufacture of zero emission vehicles.,35
– Promote export opportunities for wood products into growing markets such as China.,25
Establish a more effective “do-not-call” list for telemarketers.,21
The Green Party understands that it is time to get tough on gun smuggling across the US border.,3
"We took measures to encourage more participation in the workforce, such as the $1,000 Canada Employment Credit, the Working Income Tax Benefit for lower-income working families",28
the impact of new technologies;,39
"e) Cycling and Pedestrian Promotion (CPP) Fund to support pedestrian and cycling infrastructure and smart-growth developments that transform urban areas and towns into walkable communities linked by transit to reduce the need for owning and using cars; and,",34
"It will establish standards for a network of high-quality, licensed, non-profit care for our children.",38
"This benefited more than 20, 000 students.",40
while clarifying the roles of both levels of government within the division of powers of the Constitution.,12
"To affirm our sovereignty, we will: Assert and defend Canadian Sovereignty over the land and waters of the Canadian Arctic, including the Northwest Passage, where Canadian law will remain in full force and effect.",8
"Work with provincial stakeholders to better compensate family physicians and other health professionals for health education and health promotion services work with key stakeholders such as the Chronic Disease Prevention Alliance of Canada (CDPAC), the Canadian Lung Association, the Heart and Stroke Foundation, and others to promote integrated, innovative, evidence-based, inter-sectoral and comprehensive approaches to disease prevention and health promotion.",38
A re-elected Conservative Government led by Stephen Harper will increase support for Canadians living in one-industry communities to upgrade their skills and get back into the workforce.,50
Canadians are more and more concerned about the future of their communities and the kind of society their children and grandchildren will grow up in.,42
"The Liberal government has also fought hard to ensure that Canadian producers are treated fairly in the on-going WTO trade negotiations, seeking an end to export subsidies, improving market access for Canadian products, and preserving the ability of Canadian farmers to maintain domestic marketing systems of their choice.",25
Affordable housing.,38
All current federal funding that encourages urban sprawl and greater vehicle use will be eliminated.,35
Early learning and care for children with disabilities continues to be very limited or to segregate children from their peer group.,40
Initiate a stringent review process to help re-establish the RCMP's public credibility and re-establish its role in providing leadership in policing across Canada.,42
That is why we focus on early learning; better access to higher education; and improved adult literacy and workplace skills.,40
The Liberal government has recently committed $1. 5 billion to help Canada’s forest industry make the transition to competitive strength and sustainability.,34
"- Strict monitoring, including tracking place of residence, of high-risk individuals prohibited from owning firearms.",46
"Finally, reform requires transparent, publicly-available information about health outcomes and costs so that Canadians can hold their governments accountable for the health care system’s performance.",18
4. Create and support pan-Canadian sector-based strategies.,22
Protecting and strengthening Canada’s health care system has long been a fundamental priority of the Liberal government.,38
"Requiring federally regulated agencies such as banks, telephone and cable corporations to fund citizen oversight committees to monitor fees and rates.",21
"the futility of and excessive financial burden of military solutions,",4
"The growth of multinational enterprises and global supply chains has been accompanied by growing concerns regarding labour standards, environmental protection, and respect for human rights in developing nations.",24
"The plan also recognizes the very different issues facing First Nations, Inuit and Métis peoples.",48
"In the United States, both Barack Obama and John McCain are proponents of decisive efforts to reduce greenhouse gas emissions.",0
"In his last days as Leader of the New Democratic Party, Ed Broadbent introduced a motion in the House of Commons proposing that Canada dedicate itself to the goal of eliminating child poverty by the year 2000.",37
The RLSP would be particularly beneficial for low and middle-income Canadians who often face higher tax rates in retirement (largely due to the clawback of government retirement benefits) than they did in their earlier years of earning and saving.,50
DEVELOPMENTAL: The program must include a component of development / learning that is integrated with the care component.,40
"We are committed to a universal, publicly funded health care system that respects the five principles of the Canada Health Act and the Canadian Charter of Rights and Freedoms.",38
"In this proven job-creating program, the government would contribute money up front, which would be repaid from energy savings in the future.",28
"This fund will help ensure the preservation of national wildlife areas, involve the full participation of Aboriginal peoples and engage Canadians in on-the-ground conservation efforts.",35
A Conservative government led by Stephen Harper will ensure speedier recognition of foreign credentials and prior work experience.,54
"Replace the current Ethics Commissioner, who reports privately to the Prime Minister, with an independent Ethics Commission reporting to Parliament and appointed through a merit-based process with strong powers to investigate government officials and lobbyists.",17
Paul Martin has demonstrated only tepid support for this Health Accord.,18
"The Commission will be at arm’s length from government, but with representation from all levels of government and mental health stakeholders.",14
"Income splitting, with an estimated “economic hit” estimated to be from $3 to 5 billion will be made possible through a carbon tax.",38
"Today this credit is not refundable, so companies that are not paying taxes in the short-term (with some exceptions) are not rewarded for the innovation.",39
Yet theirs is collectively a story of promise untapped and promises unfulfilled.,18
Ensure that all granting programs are reviewed every five years.,17
"Caring for an elderly parent, a disabled child, or an infirm friend is happening everyday in households all across our country.",55
It is a pure public good rather than a private good.,21
Canadians deserve clear and complete information and the provision of such information will make the market place fairer and more transparent.,21
Use the increasing demand for environmental stewardship to strengthen farm enterprises in creative ways.,52
We will provide similar support to non-profit associations to create spaces.,38
"We will work with provinces, municipalities and charitable organizations to look at ways of improving the effectiveness of federal dollars spent on homelessness initiatives.",38
Legally recognize the legitimacy and jurisdiction of indigenous governments.,14
Strengthen efforts to curb and prosecute white-collar and corporate crime.,46
"In some urban areas, particularly in Toronto and increasingly in Greater Vancouver, gun violence has reached crisis proportions.",46
We must improve health care so no-one is left behind.,37
"This is when people need each other most, and government has an obligation to focus the energy of our whole society so that individuals can be confident that they will get the health care services they need.",38
A Liberal government will keep Canada’s doors open to immigrants of all classes and refugees from around the world.,6
Carbon conditionality clauses will include a requirement for the purchase of PHEVs as soon as they are available.,34
Canada now ranks a dismal 26th out of 29 ‘developed’ countries in terms of child poverty rates.,37
This will ensure that our children are not burdened by public debt and will give government more flexibility to manage the challenges arising from of an aging population.,32
"Our cities are powerful magnets for talented and creative people from around the world who look to Canada for economic opportunity, social cohesion and political freedom.",54
The government will continue to address point-source pollution from industrial discharges into the water through federal regulations such as Canadian Environmental Protection Act and the Fisheries Act.,35
We believe that Canada must follow their lead.,7
"As the only party working within a triple bottom line (economic, ecological and social) approach to every policy, our position on key environmental issues is clear.",34
"As Finance Minister, Paul Martin massively and unilaterally cut federal support to the provinces for health care – far more than he cut his own federal spending.",15
"But with government loans not covering the full annual costs, those students frequently take on credit card or other non-government debt.",40
A Liberal government will invest $150 million over the next five years to support these developments.,35
This represents a saving for workers and employers of more than $11 billion each year.,21
"Doing so will be good for our economy and the environment: not only will we reduce our greenhouse gas emissions and other sources of pollution,",35
Most of that was for the “war” against cannabis (marijuana).,45
"Liberals applaud such excellence and will give their support so that culture can continue to strengthen our country, its unity, and our reputation abroad, all the while adding immeasurably to Canadians’ quality of life.",42
Decentralizing the Department of Fisheries and Oceans and increasing staff in regional offices.,14
Introduce legislation before the next federal budget that establishes poverty reduction as the priority for Canada’s Official Development Assistance (ODA).,6
"A re-elected Conservative Government led by Stephen Harper will extend our new truth in labelling guidelines for food products to consumer products, ensuring that Canadians know more about the products they purchase.",21
– Providing sustained funding for the Canadian Television Fund and Telefilm Canada.,36
Canadians must be encouraged to choose transit by making this option more financially attractive.,39
All these taxes will be largely revenue neutral.,35
"We will enforce existing regulations to limit the interest rates and fees that can be charged for services like “payday” loans, tax refund advances and cheque-cashing.",30
Governments cannot be held to account if Parliament does not know the accurate state of public finances.,11
"With additional support, the program will encourage witnesses to step forward to put violent offenders behind bars.",46
"A re-elected Conservative Government will continue to work with the private sector and small business organizations to identify inefficiencies and make permanent a formal process of measuring, reporting and reducing the burden on businesses.",16
"Our immigration policies must be revamped to ensure we stay true to our identity as a just, fair and open country,",42
Homelessness began to escalate during the 1990s with federal government cuts to social housing programs and cuts in income support programs by both the federal and provincial governments.,38
"Since taking office in December of 2003, the Martin government has unstintingly supported Canada’s farm families.",52
"Building on the offer of the provinces and territories and work together towards the establishment of a national prescription drug plan,",22
"b) Provide rent supplements or shelter assistance for an additional 40,000 low- income households per year, for ten years;",38
"Ensure that all infants in Canada have access to hearing testing, in cooperation with the provinces and territories.",38
Jane Jacobs warned in Dark Age Ahead that our process of mass amnesia includes a forgetting of the educational experience as we trade “higher education” for “certification.”,40
"Instead, we will encourage Canadians to voluntarily support the political process through a check-off system on their income tax form.",10
"Working with Canada’s airports to reduce the often-exorbitant rent paid to the federal government, which impedes local economic development, particularly in smaller centres.",14
"When retirees withdraw from their RRSPs, they not only pay tax, but often have significant portions of their old age security benefits clawed back.",55
"Phase out the personal use of handguns and semi-automatic weapons by means of careful review and consultation, an enhancement of gun registry, and the development of other programs to control gun use and ownership.",46
"Federal disaster assistance will be available to help communities cope with climate change impacts (floods, storms, disasters), subject to carbon conditionality clauses.",35
That choice matters.,11
"The fund will, for example, support acquisition of equipment; improve access for students with disabilities; enhance learning environments in northern and Aboriginal institutions.",40
"To play this role, Canada will need a military that is modern, well-trained and properly equipped.",3
Immediately implement the United Nations Convention on The Rights of Persons with Disabilities.,6
The Green Party will create a new pool of municipal infrastructure funding by changing tax rules to create a Municipal Registered Retirement Savings Plans (RRSPs) bond that can be held in RRSPs and self-directed RRSPs.,14
"Vibrant communities are places where, as Jane Jacobs described, people know their neighbours, streets are safe and friendly, and volunteering for the public good is common, leading to feelings of affiliation, belonging, and empowerment.",47
Some ways Canadians can reduce their emissions: Replace incandescent light bulbs with a compact fluorescent bulb.,35
"Created stronger governance of crown corporations, including a merit-based appointment process for chief executive officers, directors and board chairs.",18
This is a standard to which early learning and care across Canada should be lifted.,40
and working to achieve social goals.,38
"Proceed with the increased basic personal credit amounts, and the decrease in the lowest personal income tax rate, announced in November.",37
Jack Layton and the NDP will stop the federal government from wasting millions of dollars challenging legitimate claims and painting victims as liars.,16
"We reduced taxes on business,",20
We believe in sound fiscal management and strengthening our economy,28
The recommendations of the Citizens Assembly will be presented as options to Canadian voters.,11
Chaired negotiations in 1998 leading to the establishment of the International Criminal Court.,6
Homelessness services and transitions:,38
"For higher income Canadians, the amount of the GLI is merely taxed back in whole.",26
Invest in more robust diplomatic efforts focusing on improving domestic governance mechanisms and democratic institutions and protecting the slowly emerging democracy and civil society in Afghanistan.,11
"Ordering the CRTC to enforce responsibility in the cable TV industry, get a handle on fee hikes, deal with the reduction of community access programming and rebalance regulations to put viewers’ interests first.",36
"Paul Martin and the Liberals have: Ignored the Red Book promise that committed Canada, by 2000, to cut emissions by 20 per cent from 1988 levels.",35
"At the UN and elsewhere, Canada under a Liberal government will press proactively to make a real difference – for example:",6
"In February 2006 alone, Canadians bought $8 billion in mutual funds.",14
The progress on Marine Protected Areas is even worse.,35
Today those strengths are abundant.,28
Ensure that regional development agencies are depoliticized and fully accountable to Parliament and Canadians.,11
Extend to ten years the period for which Elections Act violations can be investigated and prosecuted.,17
"Paul Martin and the Liberal government have long talked a good game on the environment, but delivered little.",18
"All over the world, industries, government and workers are collaborating to build new opportunities for jobs and innovation.",23
Measures will include: Mandatory minimum penalties for the criminal use of firearms and their illegal possession.,46
Our goal is to help low-income Canadians in particular.,37
The question of the Earth’s carrying capacity is a critical one.,34
"Less tangible, but perhaps even more important, is the bond of commitment to the ideal expressed in the Charter of Rights and Freedoms.",10
"Many of the promised initiatives outlined in the previous sections of this platform – e. g. , building the capabilities of people; advancing an innovative economy; expanding Canada’s trade horizons – represent the concrete actions that will implement the Plan for Growth and Prosperity.",28
In Canada’s on-going dispute with the Americans over softwood lumber that obligation has been ignored by the US government.,1
"These steps can help in reducing wait times, but the truth is that Canada does not have enough doctors, nurses, radiologists and other health care providers.",38
"Recognizing that the Employment Insurance fund belongs to Canadian workers, not the government, and making sure all appropriate benefits flow.",50
"* Pass pay equity legislation, as recommended by the Pay Equity Task Force, immediately implement full pay equity for women employed in the federal sector and develop tax incentives for companies to meet the highest standards of gender and pay equity.",37
"g) Ensures the quality and wholesomeness of food by strengthening the monitoring of pesticides, herbicides, fungicides, growth hormones, non-therapeutic antibiotics and insecticides in food production, processing and storage with the goal of an orderly reduction in detectable residues of these substances until they reach undetectable limits;",21
"Implement full pay equity in the federal public service,",37
Accelerate the market arrival of Plug-in Hybrid Electric Vehicles (PHEVs) or electric vehicles by signing the Plug-In Partners advanced purchasing agreement with a commitment to buy large numbers of PHEVs as soon as they are available (creating a federal buying pool).,28
The objective of a Liberal government will be to agree with provinces and territories on a national pharmaceuticals strategy by 2006.,14
"Make service improvements a higher priority for all agencies and departments, with systematic citizen feedback and a schedule for periodic program review.",16
"Commercialization – With the foundations for innovation now well established, the next step is to turn more of Canadians’ bright ideas into dynamic businesses, great jobs and growing export earnings.",28
We recognize that Canadians want to feel proud of the corporations that represent them abroad,42
"In his 1996 federal budget, Paul Martin abolished Canada’s internationally recognized affordable housing program created by New Democrats and Pierre Trudeau in the 1970s.",38
The Canadian agricultural and agri-food industry is among the most innovative in the world; is the third largest employer in this country; and has market receipts of more than $31 billion.,28
"We see poverty, pollution and pandemics such as AIDS ravaging humanity and want to help.",6
We need a plan now for clean air and green energy.,35
"We are promoting our national interests and spreading our Canadian values of freedom, democracy, human rights and the rule of law.",42
"For over ten years, Paul Martin and the Liberals failed to fulfill that promise, and Martin voted against his own Red Book words in the House of Commons.",17
"Introduce legislation that requires all manufactured goods, including vehicles, to be designed for easy dismantling, re-use and/or recycling, and that they contain 90% recycled materials by 2025 (as in Germany).",34
"Established in 1995 Aboriginal Head Start, an early childhood program that helps young Aboriginal children prepare for school.",40
"Working with other nations to develop replacements, based on the principle of cohesive human security and organizations like the Organisation for Security and Co-operation in Europe (OSCE), to NATO and NORAD to reflect all security challenges in a post-Cold War world.",6
"Water tables were already falling on every continent, rivers were being drained dry before reaching the sea, and millions of people are lacking enough to satisfy basic needs.",35
"Currently, there are very few costs to Canadian polluters for the greenhouse gases they dump into our atmosphere, even though we all pay a price for the impact of those emissions.",35
"Dark ocean water soaks up the sun’s energy, further warming the ice.",35
That includes regularly seeking scientific advice regarding all levels of environmentally related decision-making.,35
– Establish a common purchasing agency for alternative fuel vehicles for federal agencies.,35
"Canada continues to press for sales of nuclear technology around the world, without adequate safeguards.",4
"But if we adhere to its targets and timelines, it will trigger the chain reaction of change that will achieve far larger emission cuts.",35
"The Partnership Fund, which will allow us to work with provinces and territories to meet our climate change objectives through support for large strategic projects that result in significant emission reductions.",35
"For our children and grandchildren, we must change the way things are done in Ottawa.",42
Jack Layton and the New Democrats will: End the Conservatives’ restrictive 2007 Canada-US softwood lumber agreement.,24
Canada’s debt currently stands at $481 billion.,32
including a fund for training.,39
"In addition, the evolving outlook for the economy will determine the “room” in the budget from year to year.",22
"* Support the restoration of the $5.1 billion commitment of the landmark Kelowna Accord reached between federal and provincial, territorial and First Nations governments in Canada in 2005,",14
"In addition to lowering the general corporate tax rate,",20
"Canada is a democracy, yet our democratic system has not kept pace with the needs of a changing society.",11
Funding was promised in the very first Liberal Red Book of campaign promises in 1993.,18
"Combined with the Learning Bond, this means that if a low-income family contributes as little as $5 a week to an RESP, it will have accumulated close to $12,000 by the time a child is ready for college or university.",32
"To this end, working with provincial and territorial governments and stakeholders, a Liberal government will develop a comprehensive, pan-Canadian plan to make a new assault on cancer.",14
"No matter who is in the White House and no matter how different our national perspectives may be, a close relationship is dictated through trade and history and geography.",0
"The Liberal strategy to continue to achieve this objective is based on solid, proven principles",28
Work to achieve with the provinces permanent changes to the equalization formula which would ensure that non-renewable natural resource revenue is removed from the equalization formula to encourage economic growth.,28
"Beyond these specific initiatives designed for Aboriginal Canadians, many of the other priorities of a Liberal government will bring benefits to Aboriginal people as well, and in many cases were designed with their impact on Aboriginal Canadians in mind.",54
Free energy audits for large industrial companies.,28
"and to promote those factors that enhance the health, well-being and quality of life of all Canadians.",42
Enhanced student financial assistance:,40
1. Create a Green-Collar Jobs Fund of $750 million a year to train new workers and re-train displaced workers.,39
Canada’s Aboriginal peoples are the fastest growing segment of our population.,54
"Over time, Canada will thus build an exceptional body of expertise to apply to the challenges of development and building stable democracies.",6
"if imports are necessary, procure certified fair-trade goods (produced with good labour and environmental practices) wherever possible.",34
* Ensure that Canada supports and implements the UN Declaration on the Rights of Indigenous Peoples.,6
Would they cut programs already approved and up-and-running from past Budgets?,18
A Conservative government will: Require the registration of all convicted sex offenders and dangerous offenders.,46
Savings generated will be used to reduce taxes for all businesses.,20
Fiscal room that should be allocated to Canadian priorities is hidden so the Liberals can continue out-of-control spending.,18
"How we react to these new forces will, in large part, determine the contours of Canada’s future.",42
"We are continuing to assess 200 high- priority chemical substances – such as Bisphenol-A, which the government recently banned from use in baby bottles – to determine whether they are safe and how they can be used safely or otherwise removed from our household products.",21
How can we be so thoughtless?,42
This becomes the goal for power generation by renewables by 2040.,34
Funding of $600 million over five years is already committed.,38
"In a competitive global economy of over six billion people, a small country like Canada needs to encourage the economic participation of all our citizens.",42
We are in the best financial position of any country in the G7.,42
He broke his word on democratic reform.,11
A common list of home care services to be covered has not been developed.,38
"Introduce legislation to create an independent watchdog on oil and gas prices that will report to Parliament, to help protect against future gouging by the big gas and oil companies.",37
These commitments along with our continued emphasis on health and education investment are a powerful expression of the NDP’s commitment to wealth creation.,28
"The Conservative Party supported these measures, and would go further and end all corporate, union, and interest group subsidies for parties and candidates.",17
Jack Layton and Canada’s NDP will build our communities by: Sharing half the federal gas tax with municipalities for sustainable transportation:,14
Overhauling the Canadian Environmental Protection Act to reverse the current focus on voluntary action and replace it with mandatory pollution prevention measures for corporations and institutions.,35
* Re-introduce a national school-based fitness-testing program.,38
"Jack Layton’s New Democrats believe the federal government must do more to protect our communities, and attack the roots of violent crime.",46
"In May, 2004, the government appointed an interim Chief Public Health Officer, another important step in the Liberal commitment to public health.",38
Canada cannot afford to maintain a colonial system that seeks only to keep communities in dependency and denies more than a million people the opportunity to contribute to their own well-being and Canada’s prosperity.,2
This new legislation will not open the issue of fetal rights.,45
"Productivity has been improving steadily, boosting the competitiveness of Canadian businesses.",28
"In fact, it was $9.1 billion.",17
Make it easier to export from Canada by supporting industry.,24
1. 3 million of the two million children under the age of six in this country have a mother in the paid labour force.,50
It will give a fledgling democracy the chance to find its footing and bring hope to the Afghan people.,11
A Conservative government will hold young lawbreakers accountable to their victims and the community.,46
